param NumGeneratorCostCurvePieces := 10;
param NumBuses := 118 ;
set TimePeriod := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24;
set ThermalGenerator := g1001 g1002 g1003 g1004 g1005 g1006 g1007 g1008 g1009 g1010 g1011 g1012 g1013 g1014 g1015 g1016 g1017 g1018 g1019 g1020 g1021 g1022 g1023 g1024 g1025 g1026 g1027 g1028 g1029 g1030 g1031 g1032 g1033 g1034 g1035 g1036 g1037 g1038 g1039 g1040 g1041 g1042 g1043 g1044 g1045 g1046 g1047 g1048 g1049 g1050 g1051 g1052 g1053 g1054;
set SynchronousCondenser :=  SC1 SC2 SC3 SC4 SC5 SC6 SC7 SC8 SC9 SC10 SC11 SC12 SC13 SC14;
set Buses := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118;
param baseMVA := 100;
set ThermalGeneratorsAtBus[4]:=g1001;
set ThermalGeneratorsAtBus[6]:=g1002;
set ThermalGeneratorsAtBus[8]:=g1003;
set ThermalGeneratorsAtBus[10]:=g1004;
set ThermalGeneratorsAtBus[12]:=g1005;
set ThermalGeneratorsAtBus[15]:=g1006;
set ThermalGeneratorsAtBus[18]:=g1007;
set ThermalGeneratorsAtBus[19]:=g1008;
set ThermalGeneratorsAtBus[24]:=g1009;
set ThermalGeneratorsAtBus[25]:=g1010;
set ThermalGeneratorsAtBus[26]:=g1011;
set ThermalGeneratorsAtBus[27]:=g1012;
set ThermalGeneratorsAtBus[31]:=g1013;
set ThermalGeneratorsAtBus[32]:=g1014;
set ThermalGeneratorsAtBus[34]:=g1015;
set ThermalGeneratorsAtBus[36]:=g1016;
set ThermalGeneratorsAtBus[40]:=g1017;
set ThermalGeneratorsAtBus[42]:=g1018;
set ThermalGeneratorsAtBus[46]:=g1019;
set ThermalGeneratorsAtBus[49]:=g1020;
set ThermalGeneratorsAtBus[54]:=g1021;
set ThermalGeneratorsAtBus[55]:=g1022;
set ThermalGeneratorsAtBus[56]:=g1023;
set ThermalGeneratorsAtBus[59]:=g1024;
set ThermalGeneratorsAtBus[61]:=g1025;
set ThermalGeneratorsAtBus[62]:=g1026;
set ThermalGeneratorsAtBus[65]:=g1027;
set ThermalGeneratorsAtBus[66]:=g1028;
set ThermalGeneratorsAtBus[69]:=g1029;
set ThermalGeneratorsAtBus[70]:=g1030;
set ThermalGeneratorsAtBus[72]:=g1031;
set ThermalGeneratorsAtBus[73]:=g1032;
set ThermalGeneratorsAtBus[74]:=g1033;
set ThermalGeneratorsAtBus[76]:=g1034;
set ThermalGeneratorsAtBus[77]:=g1035;
set ThermalGeneratorsAtBus[80]:=g1036;
set ThermalGeneratorsAtBus[82]:=g1037;
set ThermalGeneratorsAtBus[85]:=g1038;
set ThermalGeneratorsAtBus[87]:=g1039;
set ThermalGeneratorsAtBus[89]:=g1040;
set ThermalGeneratorsAtBus[90]:=g1041;
set ThermalGeneratorsAtBus[91]:=g1042;
set ThermalGeneratorsAtBus[92]:=g1043;
set ThermalGeneratorsAtBus[99]:=g1044;
set ThermalGeneratorsAtBus[100]:=g1045;
set ThermalGeneratorsAtBus[103]:=g1046;
set ThermalGeneratorsAtBus[104]:=g1047;
set ThermalGeneratorsAtBus[105]:=g1048;
set ThermalGeneratorsAtBus[107]:=g1049;
set ThermalGeneratorsAtBus[110]:=g1050;
set ThermalGeneratorsAtBus[111]:=g1051;
set ThermalGeneratorsAtBus[112]:=g1052;
set ThermalGeneratorsAtBus[113]:=g1053;
set ThermalGeneratorsAtBus[116]:=g1054;
set SynchronousCondensersAtBus[5]:=SC1;
set SynchronousCondensersAtBus[34]:=SC2;
set SynchronousCondensersAtBus[37]:=SC3;
set SynchronousCondensersAtBus[44]:=SC4;
set SynchronousCondensersAtBus[45]:=SC5;
set SynchronousCondensersAtBus[46]:=SC6;
set SynchronousCondensersAtBus[48]:=SC7;
set SynchronousCondensersAtBus[74]:=SC8;
set SynchronousCondensersAtBus[79]:=SC9;
set SynchronousCondensersAtBus[82]:=SC10;
set SynchronousCondensersAtBus[83]:=SC11;
set SynchronousCondensersAtBus[105]:=SC12;
set SynchronousCondensersAtBus[107]:=SC13;
set SynchronousCondensersAtBus[110]:=SC14;
param: Bus VmMin VmMax := 
1 0.94 1.05
2 0.94 1.05
3 0.94 1.05
4 0.97 1.05
5 0.94 1.05
6 0.97 1.05
7 0.94 1.05
8 0.97 1.05
9 0.94 1.05
10 0.97 1.05
11 0.94 1.05
12 0.97 1.05
13 0.94 1.05
14 0.94 1.05
15 0.97 1.05
16 0.94 1.05
17 0.94 1.05
18 0.97 1.05
19 0.97 1.05
20 0.94 1.05
21 0.94 1.05
22 0.94 1.05
23 0.94 1.05
24 0.97 1.05
25 0.97 1.05
26 0.97 1.05
27 0.96 1.05
28 0.94 1.05
29 0.94 1.05
30 0.94 1.05
31 0.96 1.05
32 0.96 1.05
33 0.94 1.05
34 0.97 1.05
35 0.94 1.05
36 0.97 1.05
37 0.94 1.05
38 0.94 1.05
39 0.94 1.05
40 0.97 1.05
41 0.94 1.05
42 0.97 1.05
43 0.94 1.05
44 0.94 1.05
45 0.94 1.05
46 0.97 1.05
47 0.94 1.05
48 0.94 1.05
49 0.97 1.05
50 0.94 1.05
51 0.94 1.05
52 0.94 1.05
53 0.94 1.05
54 0.95 1
55 0.95 1
56 0.95 1
57 0.94 1.05
58 0.94 1.05
59 0.97 1.05
60 0.94 1.05
61 0.97 1.05
62 0.97 1.05
63 0.94 1.05
64 0.94 1.05
65 0.97 1.05
66 0.97 1.05
67 0.94 1.05
68 0.94 1.05
69 0.97 1.05
70 0.97 1.05
71 0.94 1.05
72 0.97 1.05
73 0.97 1.05
74 0.95 1
75 0.94 1.05
76 0.94 1
77 0.97 1.05
78 0.94 1.05
79 0.94 1.05
80 0.97 1.05
81 0.94 1.05
82 0.97 1.05
83 0.94 1.05
84 0.94 1.05
85 0.97 1.05
86 0.94 1.05
87 0.97 1.05
88 0.94 1.05
89 0.97 1.05
90 0.97 1.05
91 0.97 1.05
92 0.97 1.05
93 0.94 1.05
94 0.94 1.05
95 0.94 1.05
96 0.94 1.05
97 0.94 1.05
98 0.94 1.05
99 0.97 1.05
100 0.97 1.05
101 0.94 1.05
102 0.94 1.05
103 0.97 1.05
104 0.97 1.05
105 0.97 1.05
106 0.94 1.05
107 0.97 1.05
108 0.94 1.05
109 0.94 1.05
110 0.97 1.05
111 1 1.06
112 0.97 1.05
113 0.97 1.05
114 0.94 1.05
115 0.94 1.05
116 0.97 1.05
117 0.94 1.05
118 0.94 1.05;
param NumTimePeriods := 24 ;
param: ThermalGenerator PowerGeneratedT0 UnitOnT0State MinimumPowerOutput MaximumPowerOutput MinimumUpTime MinimumDownTime NominalRampUpLimit NominalRampDownLimit StartupCapacity ShutdownCapacity := 
g1001 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
g1002 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
g1003 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
g1004 3.25 24 1.5 5 10 10 5 5 5 5
g1005 2 24 1 3 10 10 3 3 3 3
g1006 0 -1 0.1 0.3 1 1 0.3 0.3 0.3 0.3
g1007 0 -5 0.25 1 5 5 1 1 1 1
g1008 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
g1009 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
g1010 2 15 1 3 8 8 3 3 3 3
g1011 2.25 16 1 3.5 8 8 3.5 3.5 3.5 3.5
g1012 0 -1 0.08 0.3 1 1 0.3 0.3 0.3 0.3
g1013 0 -1 0.08 0.3 1 1 0.3 0.3 0.3 0.3
g1014 0 -5 0.25 1 5 5 1 1 1 1
g1015 0 -1 0.08 0.3 1 1 0.3 0.3 0.3 0.3
g1016 0 -5 0.25 1 5 5 1 1 1 1
g1017 0 -1 0.08 0.3 1 1 0.3 0.3 0.3 0.3
g1018 0 -1 0.08 0.3 1 1 0.3 0.3 0.3 0.3
g1019 0 -5 0.25 1 5 5 1 1 1 1
g1020 1.5 10 0.5 2.5 10 10 2.5 2.5 2.5 2.5
g1021 0 -10 0.5 2.5 10 10 2.5 2.5 2.5 2.5
g1022 0 -5 0.25 1 5 5 1 1 1 1
g1023 0 -5 0.25 1 5 5 1 1 1 1
g1024 0 -10 0.5 2 11 11 2 2 2 2
g1025 0 -10 0.5 2 10 10 2 2 2 2
g1026 0 -5 0.25 1 5 5 1 1 1 1
g1027 2.6 20 1 4.2 10 10 4.2 4.2 4.2 4.2
g1028 2.6 20 1 4.2 10 10 4.2 4.2 4.2 4.2
g1029 1.9 15 0.8 3 10 10 3 3 3 3
g1030 0 -4 0.3 0.8 4 4 0.8 0.8 0.8 0.8
g1031 0 -1 0.1 0.3 1 1 0.3 0.3 0.3 0.3
g1032 0 -1 0.05 0.3 1 1 0.3 0.3 0.3 0.3
